CynoEnsembl	Gene	Gene_type	Description	HumanEnsembl	Gene_Human
ENSMFAG00000031499	ZNF106	protein_coding	zinc finger protein 106 [Source:HGNC Symbol;Acc:HGNC:12886]	ENSG00000103994	ZNF106
ENSMFAG00000031500	NAXD	protein_coding	NAD(P)HX dehydratase [Source:HGNC Symbol;Acc:HGNC:25576]	ENSG00000213995	NAXD
ENSMFAG00000031501	ZC3H7A	protein_coding	zinc finger CCCH-type containing 7A [Source:HGNC Symbol;Acc:HGNC:30959]	ENSG00000122299	ZC3H7A
ENSMFAG00000031502	LCK	protein_coding	"LCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6524]"	ENSG00000182866	LCK
ENSMFAG00000031503	OBSCN	protein_coding	"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:HGNC Symbol;Acc:HGNC:15719]"	ENSG00000154358	OBSCN
ENSMFAG00000031504	1-Sep	protein_coding	septin 1 [Source:HGNC Symbol;Acc:HGNC:2879]	ENSG00000180096	1-Sep
ENSMFAG00000031505	PRPS2	protein_coding	"Macaca fascicularis phosphoribosyl pyrophosphate synthetase 2 (PRPS2), mRNA. [Source:RefSeq mRNA;Acc:NM_001319562]"	ENSG00000101911	PRPS2
ENSMFAG00000031506	USP38	protein_coding	ubiquitin specific peptidase 38 [Source:HGNC Symbol;Acc:HGNC:20067]	ENSG00000170185	USP38
ENSMFAG00000031507	RPS6KB2	protein_coding	ribosomal protein S6 kinase B2 [Source:HGNC Symbol;Acc:HGNC:10437]	ENSG00000175634	RPS6KB2
ENSMFAG00000031508	TIMM21	protein_coding	translocase of inner mitochondrial membrane 21 [Source:HGNC Symbol;Acc:HGNC:25010]	ENSG00000075336	TIMM21
ENSMFAG00000031509		protein_coding	homer scaffold protein 3 [Source:NCBI gene;Acc:102132740]	ENSG00000051128	HOMER3
ENSMFAG00000031510	FSIP1	protein_coding	fibrous sheath interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21674]	ENSG00000150667	FSIP1
ENSMFAG00000031511		protein_coding			
ENSMFAG00000031512	GHRHR	protein_coding	growth hormone releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:4266]	ENSG00000106128	GHRHR
ENSMFAG00000031513		protein_coding	nuclear RNA export factor 2-like [Source:NCBI gene;Acc:102133156]		
ENSMFAG00000031514		protein_coding			
ENSMFAG00000031515	FAM19A3	protein_coding	"family with sequence similarity 19 member A3, C-C motif chemokine like [Source:HGNC Symbol;Acc:HGNC:21590]"	ENSG00000184599	FAM19A3
ENSMFAG00000031516	PTCD2	protein_coding	pentatricopeptide repeat domain 2 [Source:HGNC Symbol;Acc:HGNC:25734]	ENSG00000049883	PTCD2
ENSMFAG00000031517	ZNF485	protein_coding	zinc finger protein 485 [Source:HGNC Symbol;Acc:HGNC:23440]	ENSG00000198298	ZNF485
ENSMFAG00000031518	HAO1	protein_coding	hydroxyacid oxidase 1 [Source:HGNC Symbol;Acc:HGNC:4809]	ENSG00000101323	HAO1
ENSMFAG00000031519		pseudogene	tripartite motif-containing protein 5-like [Source:NCBI gene;Acc:102145066]		
ENSMFAG00000031520	LYVE1	protein_coding	lymphatic vessel endothelial hyaluronan receptor 1 [Source:HGNC Symbol;Acc:HGNC:14687]	ENSG00000133800	LYVE1
ENSMFAG00000031521	CCL17	protein_coding	C-C motif chemokine ligand 17 [Source:HGNC Symbol;Acc:HGNC:10615]	ENSG00000102970	CCL17
ENSMFAG00000031522	ZC3H8	protein_coding	zinc finger CCCH-type containing 8 [Source:NCBI gene;Acc:101865143]	ENSG00000144161	ZC3H8
ENSMFAG00000031523	SMN1	protein_coding	"survival of motor neuron 1, telomeric [Source:NCBI gene;Acc:102130507]"	ENSG00000172062	SMN1
ENSMFAG00000031524	CCL26	protein_coding	C-C motif chemokine ligand 26 [Source:HGNC Symbol;Acc:HGNC:10625]	ENSG00000006606	CCL26
ENSMFAG00000031525	C10orf143	protein_coding	chromosome 10 open reading frame 143 [Source:HGNC Symbol;Acc:HGNC:48677]	ENSG00000237489	C10orf143
ENSMFAG00000031526	PROSER3	protein_coding	proline and serine rich 3 [Source:HGNC Symbol;Acc:HGNC:25204]	ENSG00000167595	PROSER3
ENSMFAG00000031527	TMEM262	protein_coding	transmembrane protein 262 [Source:HGNC Symbol;Acc:HGNC:49389]	ENSG00000187066	TMEM262
ENSMFAG00000031528	FOXN4	protein_coding	forkhead box N4 [Source:HGNC Symbol;Acc:HGNC:21399]	ENSG00000139445	FOXN4
ENSMFAG00000031529	MSR1	protein_coding	macrophage scavenger receptor 1 [Source:HGNC Symbol;Acc:HGNC:7376]	ENSG00000038945	MSR1
ENSMFAG00000031530	TIGIT	protein_coding	T cell immunoreceptor with Ig and ITIM domains [Source:HGNC Symbol;Acc:HGNC:26838]	ENSG00000181847	TIGIT
ENSMFAG00000031531	FBXO21	protein_coding	F-box protein 21 [Source:HGNC Symbol;Acc:HGNC:13592]	ENSG00000135108	FBXO21
ENSMFAG00000031532	C1GALT1	protein_coding	"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24337]"	ENSG00000106392	C1GALT1
ENSMFAG00000031533		protein_coding			
ENSMFAG00000031534	IL20	protein_coding	interleukin 20 [Source:HGNC Symbol;Acc:HGNC:6002]	ENSG00000162891	IL20
ENSMFAG00000031535	TMEFF2	protein_coding	transmembrane protein with EGF like and two follistatin like domains 2 [Source:HGNC Symbol;Acc:HGNC:11867]	ENSG00000144339	TMEFF2
ENSMFAG00000031536		protein_coding			
ENSMFAG00000031537		protein_coding		ENSG00000035681	NSMAF
ENSMFAG00000031538	NRIP2	protein_coding	nuclear receptor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23078]	ENSG00000053702	NRIP2
ENSMFAG00000031539	GUCA1B	protein_coding	guanylate cyclase activator 1B [Source:HGNC Symbol;Acc:HGNC:4679]	ENSG00000112599	GUCA1B
ENSMFAG00000031540	SLC6A19	protein_coding	solute carrier family 6 member 19 [Source:HGNC Symbol;Acc:HGNC:27960]	ENSG00000174358	SLC6A19
ENSMFAG00000031541		protein_coding		ENSG00000172155	LCE1D
ENSMFAG00000031542	IRF8	protein_coding	interferon regulatory factor 8 [Source:HGNC Symbol;Acc:HGNC:5358]	ENSG00000140968	IRF8
ENSMFAG00000031543		protein_coding	elongin A2 [Source:NCBI gene;Acc:102145244]	ENSG00000206181	ELOA2
ENSMFAG00000031544		protein_coding		ENSG00000243238	IGKV2-30
ENSMFAG00000031545	ZDHHC5	protein_coding	zinc finger DHHC-type containing 5 [Source:HGNC Symbol;Acc:HGNC:18472]	ENSG00000156599	ZDHHC5
ENSMFAG00000031546	PTCRA	protein_coding	pre T cell antigen receptor alpha [Source:HGNC Symbol;Acc:HGNC:21290]	ENSG00000171611	PTCRA
ENSMFAG00000031547	METTL7A	protein_coding	methyltransferase like 7A [Source:HGNC Symbol;Acc:HGNC:24550]	ENSG00000185432	METTL7A
ENSMFAG00000031548		protein_coding			
ENSMFAG00000031549	MYL1	protein_coding	myosin light chain 1 [Source:HGNC Symbol;Acc:HGNC:7582]	ENSG00000168530	MYL1
ENSMFAG00000031550	NEFL	protein_coding	neurofilament light [Source:HGNC Symbol;Acc:HGNC:7739]	ENSG00000277586	NEFL
ENSMFAG00000031551	POLA2	protein_coding	"DNA polymerase alpha 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:30073]"	ENSG00000014138	POLA2
ENSMFAG00000031552	METTL26	protein_coding	methyltransferase like 26 [Source:HGNC Symbol;Acc:HGNC:14141]	ENSG00000130731	METTL26
ENSMFAG00000031553		protein_coding		ENSG00000234545	FAM133B
ENSMFAG00000031554	OTX1	protein_coding	orthodenticle homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8521]	ENSG00000115507	OTX1
ENSMFAG00000031555	MICALL2	protein_coding	MICAL like 2 [Source:HGNC Symbol;Acc:HGNC:29672]	ENSG00000164877	MICALL2
ENSMFAG00000031556	COL4A5	protein_coding	collagen type IV alpha 5 chain [Source:HGNC Symbol;Acc:HGNC:2207]	ENSG00000188153	COL4A5
ENSMFAG00000031557	SLC22A16	protein_coding	solute carrier family 22 member 16 [Source:HGNC Symbol;Acc:HGNC:20302]	ENSG00000004809	SLC22A16
ENSMFAG00000031558	INCENP	protein_coding	inner centromere protein [Source:HGNC Symbol;Acc:HGNC:6058]	ENSG00000149503	INCENP
ENSMFAG00000031559	IP6K2	protein_coding	inositol hexakisphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:17313]	ENSG00000068745	IP6K2
ENSMFAG00000031560	PPP3R1	protein_coding	"protein phosphatase 3 regulatory subunit B, alpha [Source:HGNC Symbol;Acc:HGNC:9317]"	ENSG00000221823	PPP3R1
ENSMFAG00000031561	HNRNPA1	protein_coding	heterogeneous nuclear ribonucleoprotein A1 [Source:NCBI gene;Acc:101925993]	ENSG00000135486	HNRNPA1
ENSMFAG00000031562		pseudogene	peptidyl-prolyl cis-trans isomerase A [Source:NCBI gene;Acc:102123765]		
ENSMFAG00000031563	FAF1	protein_coding	Fas associated factor 1 [Source:HGNC Symbol;Acc:HGNC:3578]	ENSG00000185104	FAF1
ENSMFAG00000031564		protein_coding	keratin-associated protein 10-3 [Source:NCBI gene;Acc:102120847]	ENSG00000272804	KRTAP10-7
ENSMFAG00000031565	WBP2	protein_coding	WW domain binding protein 2 [Source:NCBI gene;Acc:102138337]	ENSG00000132471	WBP2
ENSMFAG00000031566	GTF2I	protein_coding	general transcription factor IIi [Source:HGNC Symbol;Acc:HGNC:4659]	ENSG00000263001	GTF2I
ENSMFAG00000031567	SEC16A	protein_coding	"SEC16 homolog A, endoplasmic reticulum export factor [Source:HGNC Symbol;Acc:HGNC:29006]"	ENSG00000148396	SEC16A
ENSMFAG00000031568	NFE2L3	protein_coding	"nuclear factor, erythroid 2 like 3 [Source:HGNC Symbol;Acc:HGNC:7783]"	ENSG00000050344	NFE2L3
ENSMFAG00000031569		protein_coding			
ENSMFAG00000031570	RNF170	protein_coding	ring finger protein 170 [Source:HGNC Symbol;Acc:HGNC:25358]	ENSG00000120925	RNF170
ENSMFAG00000031571		protein_coding		ENSG00000205476	CCDC85C
ENSMFAG00000031572	FAM218A	protein_coding	family with sequence similarity 218 member A [Source:HGNC Symbol;Acc:HGNC:26466]	ENSG00000250486	FAM218A
ENSMFAG00000031573	SLC34A1	protein_coding	solute carrier family 34 member 1 [Source:HGNC Symbol;Acc:HGNC:11019]	ENSG00000131183	SLC34A1
ENSMFAG00000031574	DYNC1LI1	protein_coding	dynein cytoplasmic 1 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:18745]	ENSG00000144635	DYNC1LI1
ENSMFAG00000031575	ETNPPL	protein_coding	ethanolamine-phosphate phospho-lyase [Source:HGNC Symbol;Acc:HGNC:14404]	ENSG00000164089	ETNPPL
ENSMFAG00000031576	ANKRD55	protein_coding	ankyrin repeat domain 55 [Source:HGNC Symbol;Acc:HGNC:25681]	ENSG00000164512	ANKRD55
ENSMFAG00000031577	ESRP1	protein_coding	epithelial splicing regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:25966]	ENSG00000104413	ESRP1
ENSMFAG00000031578	PRAMEF12	protein_coding	PRAME family member 12 [Source:HGNC Symbol;Acc:HGNC:22125]	ENSG00000116726	PRAMEF12
ENSMFAG00000031579	LMLN	protein_coding	leishmanolysin like peptidase [Source:HGNC Symbol;Acc:HGNC:15991]	ENSG00000185621	LMLN
ENSMFAG00000031580	IL36RN	protein_coding	interleukin 36 receptor antagonist [Source:HGNC Symbol;Acc:HGNC:15561]	ENSG00000136695	IL36RN
ENSMFAG00000031581		protein_coding	vitamin K epoxide reductase complex subunit 1-like [Source:NCBI gene;Acc:102131386]	ENSG00000167397	VKORC1
ENSMFAG00000031582		protein_coding	SH3 domain binding glutamate rich protein [Source:NCBI gene;Acc:102145134]	ENSG00000185437	SH3BGR
ENSMFAG00000031583	PTGDR	protein_coding	prostaglandin D2 receptor [Source:HGNC Symbol;Acc:HGNC:9591]	ENSG00000168229	PTGDR
ENSMFAG00000031584	CCDC87	protein_coding	coiled-coil domain containing 87 [Source:HGNC Symbol;Acc:HGNC:25579]	ENSG00000182791	CCDC87
ENSMFAG00000031585	DENND1A	protein_coding	DENN domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29324]	ENSG00000119522	DENND1A
ENSMFAG00000031586		pseudogene	3-oxoacid CoA-transferase 2 [Source:NCBI gene;Acc:102131318]		
ENSMFAG00000031587	ZNF440	protein_coding	zinc finger protein 440 [Source:HGNC Symbol;Acc:HGNC:20874]	ENSG00000171295	ZNF440
ENSMFAG00000031588	CPED1	protein_coding	cadherin like and PC-esterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26159]	ENSG00000106034	CPED1
ENSMFAG00000031589	CENPO	protein_coding	centromere protein O [Source:HGNC Symbol;Acc:HGNC:28152]	ENSG00000138092	CENPO
ENSMFAG00000031590	AKR7L	protein_coding	aldo-keto reductase family 7 like (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:24056]	ENSG00000211454	AKR7L
ENSMFAG00000031591	GABRB1	protein_coding	gamma-aminobutyric acid type A receptor beta1 subunit [Source:HGNC Symbol;Acc:HGNC:4081]	ENSG00000163288	GABRB1
ENSMFAG00000031592		protein_coding	zinc finger protein 490 [Source:NCBI gene;Acc:102136694]	ENSG00000188033	ZNF490
ENSMFAG00000031593	DHX35	protein_coding	DEAH-box helicase 35 [Source:HGNC Symbol;Acc:HGNC:15861]	ENSG00000101452	DHX35
ENSMFAG00000031594	SEMA3G	protein_coding	semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400]	ENSG00000010319	SEMA3G
ENSMFAG00000031595	ORC4	protein_coding	origin recognition complex subunit 4 [Source:NCBI gene;Acc:102125093]	ENSG00000115947	ORC4
ENSMFAG00000031596	TLX2	protein_coding	T cell leukemia homeobox 2 [Source:HGNC Symbol;Acc:HGNC:5057]	ENSG00000115297	TLX2
ENSMFAG00000031597	OCSTAMP	protein_coding	osteoclast stimulatory transmembrane protein [Source:HGNC Symbol;Acc:HGNC:16116]	ENSG00000149635	OCSTAMP
ENSMFAG00000031598	DHCR24	protein_coding	24-dehydrocholesterol reductase [Source:NCBI gene;Acc:102144711]	ENSG00000116133	DHCR24
ENSMFAG00000031599	KCTD16	protein_coding	potassium channel tetramerization domain containing 16 [Source:HGNC Symbol;Acc:HGNC:29244]	ENSG00000183775	KCTD16
ENSMFAG00000031600	TACC1	protein_coding	transforming acidic coiled-coil containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11522]	ENSG00000147526	TACC1
ENSMFAG00000031601	CLEC4C	protein_coding	C-type lectin domain family 4 member C [Source:HGNC Symbol;Acc:HGNC:13258]	ENSG00000198178	CLEC4C
ENSMFAG00000031602		protein_coding			
ENSMFAG00000031603	CNBD1	protein_coding	cyclic nucleotide binding domain containing 1 [Source:NCBI gene;Acc:101926752]	ENSG00000176571	CNBD1
ENSMFAG00000031604	CERKL	protein_coding	ceramide kinase like [Source:HGNC Symbol;Acc:HGNC:21699]	ENSG00000188452	CERKL
ENSMFAG00000031605	CACNB2	protein_coding	calcium voltage-gated channel auxiliary subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:1402]	ENSG00000165995	CACNB2
ENSMFAG00000031606	GPD2	protein_coding	glycerol-3-phosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4456]	ENSG00000115159	GPD2
ENSMFAG00000031607	ZNF407	protein_coding	zinc finger protein 407 [Source:HGNC Symbol;Acc:HGNC:19904]	ENSG00000215421	ZNF407
ENSMFAG00000031608	KRT75	protein_coding	keratin 75 [Source:HGNC Symbol;Acc:HGNC:24431]	ENSG00000170454	KRT75
ENSMFAG00000031609	RBM5	protein_coding	RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]	ENSG00000003756	RBM5
ENSMFAG00000031610	MTREX	protein_coding	Mtr4 exosome RNA helicase [Source:HGNC Symbol;Acc:HGNC:18734]	ENSG00000039123	MTREX
ENSMFAG00000031611		protein_coding			
ENSMFAG00000031612	MAGT1	protein_coding	magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28880]	ENSG00000102158	MAGT1
ENSMFAG00000031613	TMEM51	protein_coding	transmembrane protein 51 [Source:HGNC Symbol;Acc:HGNC:25488]	ENSG00000171729	TMEM51
ENSMFAG00000031614	PRDX2	protein_coding	peroxiredoxin 2 [Source:NCBI gene;Acc:102146129]	ENSG00000167815	PRDX2
ENSMFAG00000031615	WDR11	protein_coding	WD repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:13831]	ENSG00000120008	WDR11
ENSMFAG00000031616	ZNF561	protein_coding	zinc finger protein 561 [Source:NCBI gene;Acc:102125186]	ENSG00000171466	ZNF562
ENSMFAG00000031617	ACOT2	protein_coding	acyl-CoA thioesterase 2 [Source:NCBI gene;Acc:101925489]	ENSG00000119673	ACOT2
ENSMFAG00000031618	GRIN2D	protein_coding	glutamate ionotropic receptor NMDA type subunit 2D [Source:HGNC Symbol;Acc:HGNC:4588]	ENSG00000105464	GRIN2D
ENSMFAG00000031619	PPME1	protein_coding	protein phosphatase methylesterase 1 [Source:NCBI gene;Acc:101865123]	ENSG00000214517	PPME1
ENSMFAG00000031620	FAM204A	protein_coding	family with sequence similarity 204 member A [Source:HGNC Symbol;Acc:HGNC:25794]	ENSG00000165669	FAM204A
ENSMFAG00000031621		protein_coding			
ENSMFAG00000031622	MSRB3	protein_coding	methionine sulfoxide reductase B3 [Source:HGNC Symbol;Acc:HGNC:27375]	ENSG00000174099	MSRB3
ENSMFAG00000031623	CXorf57	protein_coding	chromosome X open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:25486]	ENSG00000147231	CXorf57
ENSMFAG00000031624	SPATC1L	protein_coding	spermatogenesis and centriole associated 1 like [Source:HGNC Symbol;Acc:HGNC:1298]	ENSG00000160284	SPATC1L
ENSMFAG00000031625		protein_coding		ENSG00000101421	CHMP4B
ENSMFAG00000031626	CYB5R2	protein_coding	cytochrome b5 reductase 2 [Source:HGNC Symbol;Acc:HGNC:24376]	ENSG00000166394	CYB5R2
ENSMFAG00000031627	CCL5	protein_coding	C-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]	ENSG00000271503	CCL5
ENSMFAG00000031628	TMEM190	protein_coding	transmembrane protein 190 [Source:HGNC Symbol;Acc:HGNC:29632]	ENSG00000160472	TMEM190
ENSMFAG00000031629		protein_coding	RAD54 homolog B [Source:NCBI gene;Acc:101864892]	ENSG00000197275	RAD54B
ENSMFAG00000031630		protein_coding			
ENSMFAG00000031631	EXTL1	protein_coding	exostosin like glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3515]	ENSG00000158008	EXTL1
ENSMFAG00000031632		protein_coding			
ENSMFAG00000031633	COL19A1	protein_coding	collagen type XIX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2196]	ENSG00000082293	COL19A1
ENSMFAG00000031634		protein_coding	cytochrome P450 2C18 [Source:NCBI gene;Acc:102145601]	ENSG00000108242	CYP2C18
ENSMFAG00000031635		protein_coding	sperm protein associated with the nucleus on the X chromosome N1 [Source:NCBI gene;Acc:102127506]	ENSG00000203923	SPANXN1
ENSMFAG00000031636	XIRP1	protein_coding	xin actin binding repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:14301]	ENSG00000168334	XIRP1
ENSMFAG00000031637	SPRED3	protein_coding	sprouty related EVH1 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:31041]	ENSG00000188766	SPRED3
ENSMFAG00000031638	FUT7	protein_coding	fucosyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4018]	ENSG00000180549	FUT7
ENSMFAG00000031639	MRPS23	protein_coding	mitochondrial ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:14509]	ENSG00000181610	MRPS23
ENSMFAG00000031640	AFF3	protein_coding	AF4/FMR2 family member 3 [Source:HGNC Symbol;Acc:HGNC:6473]	ENSG00000144218	AFF3
ENSMFAG00000031641	FAM162A	protein_coding	family with sequence similarity 162 member A [Source:HGNC Symbol;Acc:HGNC:17865]	ENSG00000114023	FAM162A
ENSMFAG00000031642	RFX1	protein_coding	regulatory factor X1 [Source:HGNC Symbol;Acc:HGNC:9982]	ENSG00000132005	RFX1
ENSMFAG00000031643	APPBP2	protein_coding	amyloid beta precursor protein binding protein 2 [Source:HGNC Symbol;Acc:HGNC:622]	ENSG00000062725	APPBP2
ENSMFAG00000031644		pseudogene			
ENSMFAG00000031645		protein_coding		ENSG00000174748	RPL15
ENSMFAG00000031646	TMEM97	protein_coding	transmembrane protein 97 [Source:NCBI gene;Acc:101865327]	ENSG00000109084	TMEM97
ENSMFAG00000031647		protein_coding			
ENSMFAG00000031648	RBM43	protein_coding	RNA binding motif protein 43 [Source:HGNC Symbol;Acc:HGNC:24790]	ENSG00000184898	RBM43
ENSMFAG00000031649	ADGRD1	protein_coding	adhesion G protein-coupled receptor D1 [Source:HGNC Symbol;Acc:HGNC:19893]	ENSG00000111452	ADGRD1
ENSMFAG00000031650	PMM2	protein_coding	phosphomannomutase 2 [Source:NCBI gene;Acc:102146519]	ENSG00000140650	PMM2
ENSMFAG00000031651	LARP1	protein_coding	La ribonucleoprotein domain family member 1 [Source:HGNC Symbol;Acc:HGNC:29531]	ENSG00000155506	LARP1
ENSMFAG00000031652		pseudogene			
ENSMFAG00000031653	SMG7	protein_coding	"SMG7, nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:16792]"	ENSG00000116698	SMG7
ENSMFAG00000031654	CYP4F12	protein_coding	"cytochrome P450, family 4, subfamily F, polypeptide 12 [Source:NCBI gene;Acc:102131739]"	ENSG00000186204	CYP4F12
ENSMFAG00000031655	AKT1	protein_coding	AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391]	ENSG00000142208	AKT1
ENSMFAG00000031656	RDX	protein_coding	radixin [Source:NCBI gene;Acc:101865352]	ENSG00000137710	RDX
ENSMFAG00000031657	EIF6	protein_coding	eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]	ENSG00000242372	EIF6
ENSMFAG00000031658	RBP1	protein_coding	retinol binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9919]	ENSG00000114115	RBP1
ENSMFAG00000031659	HERC3	protein_coding	HECT and RLD domain containing E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:4876]	ENSG00000138641	HERC3
ENSMFAG00000031660	APELA	protein_coding	apelin receptor early endogenous ligand [Source:HGNC Symbol;Acc:HGNC:48925]	ENSG00000248329	APELA
ENSMFAG00000031661	CX3CL1	protein_coding	C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]	ENSG00000006210	CX3CL1
ENSMFAG00000031662	ZNF572	protein_coding	zinc finger protein 572 [Source:HGNC Symbol;Acc:HGNC:26758]	ENSG00000180938	ZNF572
ENSMFAG00000031663		protein_coding			
ENSMFAG00000031664		protein_coding	Protein misato homolog 1 [Source:NCBI gene;Acc:101926149]	ENSG00000125459	MSTO1
ENSMFAG00000031665	AP5B1	protein_coding	adaptor related protein complex 5 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:25104]	ENSG00000254470	AP5B1
ENSMFAG00000031666		protein_coding			
ENSMFAG00000031667	ZBTB7C	protein_coding	zinc finger and BTB domain containing 7C [Source:HGNC Symbol;Acc:HGNC:31700]	ENSG00000184828	ZBTB7C
ENSMFAG00000031668	OR2B6	protein_coding	olfactory receptor family 2 subfamily B member 6 [Source:HGNC Symbol;Acc:HGNC:8241]	ENSG00000124657	OR2B6
ENSMFAG00000031669	AHCY	protein_coding	adenosylhomocysteinase [Source:NCBI gene;Acc:101865247]		
ENSMFAG00000031670		protein_coding		ENSG00000278662	GOLGA6L10
ENSMFAG00000031671	GTF2E2	protein_coding	general transcription factor IIE subunit 2 [Source:HGNC Symbol;Acc:HGNC:4651]	ENSG00000197265	GTF2E2
ENSMFAG00000031672		protein_coding			
ENSMFAG00000031673	GALNT6	protein_coding	polypeptide N-acetylgalactosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4128]	ENSG00000139629	GALNT6
ENSMFAG00000031674	HNRNPD	protein_coding	heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036]	ENSG00000138668	HNRNPD
ENSMFAG00000031675	CLCN5	protein_coding	chloride voltage-gated channel 5 [Source:HGNC Symbol;Acc:HGNC:2023]	ENSG00000171365	CLCN5
